Name,Set,Rarity,Price USD,Price EUR,Oracle Text,Image URL
Lightning Bolt,Ravnica: Clue Edition,uncommon,0.86,0.75,Lightning Bolt deals 3 damage to any target.,https://cards.scryfall.io/normal/front/7/7/77c6fa74-5543-42ac-9ead-0e890b188e99.jpg?1706239968
